,feedback_file,audio_file,original_feedback,Q,A,split
450,n01-chp-etd003-s-p03_c14.txt,n01-chp-etd003-s-p03.wav,"The difference in volume between the main melody and the 16th notes of the inner voice is very good.
However, there is also an impression of laziness or boredom.
If the sweet spot of the short first half of this piece, the part that I want to hear the most, could be expressed a little more clearly, I think the audience would feel more emotionally charged.

And while I think it's good to rock the sixteenth notes in the inner voices, I personally find the peculiar pauses, which are not in the score, a bit annoying...
The first half is still good, but in the second half, the ""pause"" seems to be increasing.

I think the peak of the second half of this recording might be more effective if you played straight except for the parts where you intentionally wanted to accumulate the pause, and played the music with a light nuance.", Is the performed rhythm accurate? ," The performance captures the structure of the piece, and the eighth notes in the left hand and other notes are carefully practiced.",train
451,n01-chp-etd003-s-p03_c14.txt,n01-chp-etd003-s-p03.wav,"The difference in volume between the main melody and the 16th notes of the inner voice is very good.
However, there is also an impression of laziness or boredom.
If the sweet spot of the short first half of this piece, the part that I want to hear the most, could be expressed a little more clearly, I think the audience would feel more emotionally charged.

And while I think it's good to rock the sixteenth notes in the inner voices, I personally find the peculiar pauses, which are not in the score, a bit annoying...
The first half is still good, but in the second half, the ""pause"" seems to be increasing.

I think the peak of the second half of this recording might be more effective if you played straight except for the parts where you intentionally wanted to accumulate the pause, and played the music with a light nuance.", Is the performed note accurate? , Broken notes in the octave.,train
452,n01-chp-etd003-s-p03_c14.txt,n01-chp-etd003-s-p03.wav,"The difference in volume between the main melody and the 16th notes of the inner voice is very good.
However, there is also an impression of laziness or boredom.
If the sweet spot of the short first half of this piece, the part that I want to hear the most, could be expressed a little more clearly, I think the audience would feel more emotionally charged.

And while I think it's good to rock the sixteenth notes in the inner voices, I personally find the peculiar pauses, which are not in the score, a bit annoying...
The first half is still good, but in the second half, the ""pause"" seems to be increasing.

I think the peak of the second half of this recording might be more effective if you played straight except for the parts where you intentionally wanted to accumulate the pause, and played the music with a light nuance.", Is the interpretation appropriate to the style of the composition? , I think the change of scene could be conveyed if you could express more the singing of a new phrase by breathing in the quarter rest in the 43rd bar.,train
453,n22-bac-inv015-s-p01_c10.txt,n22-bac-inv015-s-p01.wav,"The overall cohesiveness is very good.
One thing I would point out is that the slur in bar 16 is broken, so please play it with a firm slur.", Is there a reasonable balance between hands? , The difference in volume between the main melody and the 16th notes of the inner voice is very good.,test
454,n22-bac-inv015-s-p01_c10.txt,n22-bac-inv015-s-p01.wav,"The overall cohesiveness is very good.
One thing I would point out is that the slur in bar 16 is broken, so please play it with a firm slur.", Is the performance following score instructions? , There are peculiar pauses which are not in the score.,test
455,n22-bac-inv015-s-p01_c10.txt,n22-bac-inv015-s-p01.wav,"The overall cohesiveness is very good.
One thing I would point out is that the slur in bar 16 is broken, so please play it with a firm slur.", How would you describe the emotional intent of the performance? , There's an impression of laziness or boredom.,test
456,n46-deb-pld108-s-p01_c14.txt,n46-deb-pld108-s-p01.wav,"The difficult expression of p. notation while building up to a crescendo is well expressed in the performance, and I think it is wonderful!

I don't know if it was intentional or not, but I think this is a performance that ""makes you want to listen to the rest of the piece"" without much of a three-beat feeling.

And the tone is very pure and transparent.


The piano is an instrument that, due to its structure, once a sound is produced, it is not possible to change the volume of that sound afterwards (it will decay), but it was as if the sound was raised after it was played,
Hats off to you!

I hope you will further pursue the beauty of its tone!", Is the performance hesitant or smooth? , The overall cohesiveness is very good.,train
457,n46-deb-pld108-s-p01_c14.txt,n46-deb-pld108-s-p01.wav,"The difficult expression of p. notation while building up to a crescendo is well expressed in the performance, and I think it is wonderful!

I don't know if it was intentional or not, but I think this is a performance that ""makes you want to listen to the rest of the piece"" without much of a three-beat feeling.

And the tone is very pure and transparent.


The piano is an instrument that, due to its structure, once a sound is produced, it is not possible to change the volume of that sound afterwards (it will decay), but it was as if the sound was raised after it was played,
Hats off to you!

I hope you will further pursue the beauty of its tone!", Is the performed note accurate? , The slur in the bar 16 is broken.,train
458,n46-deb-pld108-s-p01_c14.txt,n46-deb-pld108-s-p01.wav,"The difficult expression of p. notation while building up to a crescendo is well expressed in the performance, and I think it is wonderful!

I don't know if it was intentional or not, but I think this is a performance that ""makes you want to listen to the rest of the piece"" without much of a three-beat feeling.

And the tone is very pure and transparent.


The piano is an instrument that, due to its structure, once a sound is produced, it is not possible to change the volume of that sound afterwards (it will decay), but it was as if the sound was raised after it was played,
Hats off to you!

I hope you will further pursue the beauty of its tone!", What does the student needs to work on? , Play the slur in bar 16 with a firm touch.,train
459,n08-chp-pld007-s-p03_c08.txt,n08-chp-pld007-s-p03.wav,"The flow of the music was very good.
The technique of expression was well done.

It is a simple two-part piece, but how did you plan to play it the way you did? Or, if you had improvised, how do you think it would have sounded?

How did you try to change your performance between the A part (bars 1-8) and the B part (bars 8-16)? Or did you not?

In bar 13, there is a sequential movement of the inner voices, which I think is the climax or the charm point of this piece.", How is the tone production? , The tone is very pure and transparent.,test
460,n08-chp-pld007-s-p03_c08.txt,n08-chp-pld007-s-p03.wav,"The flow of the music was very good.
The technique of expression was well done.

It is a simple two-part piece, but how did you plan to play it the way you did? Or, if you had improvised, how do you think it would have sounded?

How did you try to change your performance between the A part (bars 1-8) and the B part (bars 8-16)? Or did you not?

In bar 13, there is a sequential movement of the inner voices, which I think is the climax or the charm point of this piece.", Is the performance following score instructions? , The difficult expression of p. notation while building up to a crescendo is well expressed.,test
461,n08-chp-pld007-s-p03_c08.txt,n08-chp-pld007-s-p03.wav,"The flow of the music was very good.
The technique of expression was well done.

It is a simple two-part piece, but how did you plan to play it the way you did? Or, if you had improvised, how do you think it would have sounded?

How did you try to change your performance between the A part (bars 1-8) and the B part (bars 8-16)? Or did you not?

In bar 13, there is a sequential movement of the inner voices, which I think is the climax or the charm point of this piece.", How would you describe the emotional intent of the performance? ," I think this is a performance that ""makes you want to listen to the rest of the piece"" without much of a three-beat feeling.",test
462,n01-chp-etd003-s-p01_c04.txt,n01-chp-etd003-s-p01.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Your playing is very careful, as if you are taking care of each note.
I felt it was somewhat cautious, so be aware of moving the phrase and the music as a whole forward.
The stretto from bar 15 would be even better if you could hang on a little more from that bar and try to condense the sound and volume in the decrescendo of bar 17.",train
463,n01-chp-etd003-s-p12_c23.txt,n01-chp-etd003-s-p12.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"The player is able to capture the characteristics of the piece and play it softly with a warm tone. The player is well aware of dynamics. On the other hand, there are cases where the flow of the piece sounds stagnant due to over-consciousness of rubato. Especially in the first 1-2 bars at the beginning, I would like to see more propulsive force, albeit slowly. It can be said that the accent on the B natural of the bass is to give the song a driving force. It would be better if a natural rubato is added in a constant flow.",train
464,n28-bet-snt008-3-s-p01_c04.txt,n28-bet-snt008-3-s-p01.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Overall, I was concerned about the short and staccato performance of note values.
Conversely, the staccato indicated sections, such as the 16th bar, were extended with the pedal, and I feel that classical pieces such as Beethoven's are better when they are faithful to the score.
The phrases of this piece are often clustered around 4 bars, so it would be even better if you think about the performance structure of the whole piece while following the instructions and articulations of the score to connect the notes toward the 4th bar and how to create a musical mountain since these clusters of notes can form a big flow in succession. It is even better to",train
465,n28-bet-snt008-3-s-p02_c05.txt,n28-bet-snt008-3-s-p02.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"The notes in bars 9-10 are muddy.
Bar 17 is staccato, so it would be better to end the piece with a clean end, instead of extending it for a longer period of time.
The loudness of the note in bars 18 and 22 is ambiguous; it is sfp, but it would be better to make the note a little clearer.
The left hand note in bars 19 and 23 is too long.
The staccato of the right hand in bar 25 is not expressed.
The tempo of the left hand in the 3rd and 4th night of measure 30 is not consistent.
The sf in bars 33 and 34 is not expressed.
The staccato in the second note of measure 46 is staccato, so it would be better to cut off the note with feeling.
The first note of the 50th bar is the note that changes the mood of the rest of the piece, so it should be played without stretching.
The ff in bar 58 is not expressed.
The 77th and 78th bars should be finished strongly and firmly, not gently.
Overall, the tightness of Beethoven's sonatas is not expressed.
The first movement of ""Pathetique"" is hopeless, the second movement is like a dream, and the third movement should end with an uneasy pathetic feeling again.",test
466,n01-chp-etd003-s-p01_c04.txt,n01-chp-etd003-s-p01.wav,"Your playing is very careful, as if you are taking care of each note.
I felt it was somewhat cautious, so be aware of moving the phrase and the music as a whole forward.
The stretto from bar 15 would be even better if you could hang on a little more from that bar and try to condense the sound and volume in the decrescendo of bar 17.", How would you describe the emotional intent of the performance? , The flow of the music was very good. The technique of expression was well done.,train
467,n01-chp-etd003-s-p01_c04.txt,n01-chp-etd003-s-p01.wav,"Your playing is very careful, as if you are taking care of each note.
I felt it was somewhat cautious, so be aware of moving the phrase and the music as a whole forward.
The stretto from bar 15 would be even better if you could hang on a little more from that bar and try to condense the sound and volume in the decrescendo of bar 17.", How would you rate the difficulty level of this piece? , It is a simple two-part piece.,train
468,n01-chp-etd003-s-p01_c04.txt,n01-chp-etd003-s-p01.wav,"Your playing is very careful, as if you are taking care of each note.
I felt it was somewhat cautious, so be aware of moving the phrase and the music as a whole forward.
The stretto from bar 15 would be even better if you could hang on a little more from that bar and try to condense the sound and volume in the decrescendo of bar 17.", What does the student needs to work on? ," The student needs to work on planning or improvising the way they play the piece, and differentiating the performance between the A part (bars 1-8) and the B part (bars 8-16). They should also try to highlight the sequential movement of the inner voices in bar 13.",train
469,n01-chp-etd003-s-p12_c23.txt,n01-chp-etd003-s-p12.wav,"The player is able to capture the characteristics of the piece and play it softly with a warm tone. The player is well aware of dynamics. On the other hand, there are cases where the flow of the piece sounds stagnant due to over-consciousness of rubato. Especially in the first 1-2 bars at the beginning, I would like to see more propulsive force, albeit slowly. It can be said that the accent on the B natural of the bass is to give the song a driving force. It would be better if a natural rubato is added in a constant flow.", How would you describe the emotional intent of the performance? ," Your playing is very careful, as if you are taking care of each note.",train
470,n01-chp-etd003-s-p12_c23.txt,n01-chp-etd003-s-p12.wav,"The player is able to capture the characteristics of the piece and play it softly with a warm tone. The player is well aware of dynamics. On the other hand, there are cases where the flow of the piece sounds stagnant due to over-consciousness of rubato. Especially in the first 1-2 bars at the beginning, I would like to see more propulsive force, albeit slowly. It can be said that the accent on the B natural of the bass is to give the song a driving force. It would be better if a natural rubato is added in a constant flow.", What does the student needs to work on? ," The student needs to work on moving the phrase and the music as a whole forward, and try to condense the sound and volume in the decrescendo of bar 17.",train
471,n01-chp-etd003-s-p12_c23.txt,n01-chp-etd003-s-p12.wav,"The player is able to capture the characteristics of the piece and play it softly with a warm tone. The player is well aware of dynamics. On the other hand, there are cases where the flow of the piece sounds stagnant due to over-consciousness of rubato. Especially in the first 1-2 bars at the beginning, I would like to see more propulsive force, albeit slowly. It can be said that the accent on the B natural of the bass is to give the song a driving force. It would be better if a natural rubato is added in a constant flow.", Is the interpretation appropriate to the style of the composition? , The stretto from bar 15 would be even better if you play it a little more tensely from that bar.,train
472,n28-bet-snt008-3-s-p01_c04.txt,n28-bet-snt008-3-s-p01.wav,"Overall, I was concerned about the short and staccato performance of note values.
Conversely, the staccato indicated sections, such as the 16th bar, were extended with the pedal, and I feel that classical pieces such as Beethoven's are better when they are faithful to the score.
The phrases of this piece are often clustered around 4 bars, so it would be even better if you think about the performance structure of the whole piece while following the instructions and articulations of the score to connect the notes toward the 4th bar and how to create a musical mountain since these clusters of notes can form a big flow in succession. It is even better to", How would you describe the emotional intent of the performance? , The player is able to capture the characteristics of the piece and play it softly with a warm tone.,train
473,n28-bet-snt008-3-s-p01_c04.txt,n28-bet-snt008-3-s-p01.wav,"Overall, I was concerned about the short and staccato performance of note values.
Conversely, the staccato indicated sections, such as the 16th bar, were extended with the pedal, and I feel that classical pieces such as Beethoven's are better when they are faithful to the score.
The phrases of this piece are often clustered around 4 bars, so it would be even better if you think about the performance structure of the whole piece while following the instructions and articulations of the score to connect the notes toward the 4th bar and how to create a musical mountain since these clusters of notes can form a big flow in succession. It is even better to", Is there reasonalbe dynamics contrast? , The player is well aware of dynamics.,train
474,n28-bet-snt008-3-s-p01_c04.txt,n28-bet-snt008-3-s-p01.wav,"Overall, I was concerned about the short and staccato performance of note values.
Conversely, the staccato indicated sections, such as the 16th bar, were extended with the pedal, and I feel that classical pieces such as Beethoven's are better when they are faithful to the score.
The phrases of this piece are often clustered around 4 bars, so it would be even better if you think about the performance structure of the whole piece while following the instructions and articulations of the score to connect the notes toward the 4th bar and how to create a musical mountain since these clusters of notes can form a big flow in succession. It is even better to", What does the student needs to work on? , The student needs to work on not making the flow of the piece stagnant due to over-consciousness of rubato. It would be beneficial to add more propulsive force from the beginning and add a natural rubato in a constant flow.,train
475,n28-bet-snt008-3-s-p02_c05.txt,n28-bet-snt008-3-s-p02.wav,"The notes in bars 9-10 are muddy.
Bar 17 is staccato, so it would be better to end the piece with a clean end, instead of extending it for a longer period of time.
The loudness of the note in bars 18 and 22 is ambiguous; it is sfp, but it would be better to make the note a little clearer.
The left hand note in bars 19 and 23 is too long.
The staccato of the right hand in bar 25 is not expressed.
The tempo of the left hand in the 3rd and 4th night of measure 30 is not consistent.
The sf in bars 33 and 34 is not expressed.
The staccato in the second note of measure 46 is staccato, so it would be better to cut off the note with feeling.
The first note of the 50th bar is the note that changes the mood of the rest of the piece, so it should be played without stretching.
The ff in bar 58 is not expressed.
The 77th and 78th bars should be finished strongly and firmly, not gently.
Overall, the tightness of Beethoven's sonatas is not expressed.
The first movement of ""Pathetique"" is hopeless, the second movement is like a dream, and the third movement should end with an uneasy pathetic feeling again.", How would you describe the emotional intent of the performance? , I was concerned about the short and staccato performance of note values.,test
476,n28-bet-snt008-3-s-p02_c05.txt,n28-bet-snt008-3-s-p02.wav,"The notes in bars 9-10 are muddy.
Bar 17 is staccato, so it would be better to end the piece with a clean end, instead of extending it for a longer period of time.
The loudness of the note in bars 18 and 22 is ambiguous; it is sfp, but it would be better to make the note a little clearer.
The left hand note in bars 19 and 23 is too long.
The staccato of the right hand in bar 25 is not expressed.
The tempo of the left hand in the 3rd and 4th night of measure 30 is not consistent.
The sf in bars 33 and 34 is not expressed.
The staccato in the second note of measure 46 is staccato, so it would be better to cut off the note with feeling.
The first note of the 50th bar is the note that changes the mood of the rest of the piece, so it should be played without stretching.
The ff in bar 58 is not expressed.
The 77th and 78th bars should be finished strongly and firmly, not gently.
Overall, the tightness of Beethoven's sonatas is not expressed.
The first movement of ""Pathetique"" is hopeless, the second movement is like a dream, and the third movement should end with an uneasy pathetic feeling again.", Is the articulation appropriate? ," The staccato indicated sections, such as the 16th bar, were extended with the pedal.",test
477,n28-bet-snt008-3-s-p02_c05.txt,n28-bet-snt008-3-s-p02.wav,"The notes in bars 9-10 are muddy.
Bar 17 is staccato, so it would be better to end the piece with a clean end, instead of extending it for a longer period of time.
The loudness of the note in bars 18 and 22 is ambiguous; it is sfp, but it would be better to make the note a little clearer.
The left hand note in bars 19 and 23 is too long.
The staccato of the right hand in bar 25 is not expressed.
The tempo of the left hand in the 3rd and 4th night of measure 30 is not consistent.
The sf in bars 33 and 34 is not expressed.
The staccato in the second note of measure 46 is staccato, so it would be better to cut off the note with feeling.
The first note of the 50th bar is the note that changes the mood of the rest of the piece, so it should be played without stretching.
The ff in bar 58 is not expressed.
The 77th and 78th bars should be finished strongly and firmly, not gently.
Overall, the tightness of Beethoven's sonatas is not expressed.
The first movement of ""Pathetique"" is hopeless, the second movement is like a dream, and the third movement should end with an uneasy pathetic feeling again.", What does the student needs to work on? ," The student needs to work on staying faithful to the score in classical pieces such as Beethoven's, and consider the performance structure of the piece while creating a musical mountain. They should connect the notes toward the 4th bar and think about how these clusters of notes can form a big flow in succession.",test
478,n17-bac-inv001-s-p02_c02.txt,n17-bac-inv001-s-p02.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"The right hand at the beginning should not slur too much, but each note should be heard clearly. The previous note is still heard.
The trill in the right hand on the opening third beat sounds a little heavy. Since the notes of the syllables are played with equal length and intensity, the center of gravity should be placed on the syllables, and the rest of the notes should be played with a light image. The same applies to the subsequent trills.
The ascending right hand note from bar 5 sounds a bit run-on, so it is best to play along with the left hand, making sure that the left hand is precisely engraved.
From measures 7 and 15, the theme appears alternately in the right and left hands, but I have the impression that the right hand is difficult to hear. Let the left and right hands hear the themes that appear in each hand, and play them in such a way as to create a three-dimensional effect.",train
479,n26-bet-snt008-2-s-p01_c06.txt,n26-bet-snt008-2-s-p01.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"The touch is too light.
In this case, it should be played with a weak but core sound. Although the instructions are in p (piano), the sonata should be expressed based on the relationship between each movement. Specifically, a slightly sharp touch is recommended, with emphasis on the ""point"" of the fingertips at the moment the note is played.
The outer voice, which should produce the sound, and the inner voice, which should be muffled, are played correctly.
Since this is an adagio and cantabile, we want to add fluctuation and aim for a human-like phrasing.",train
480,n48-deb-rev068-s-p01_c15.txt,n48-deb-rev068-s-p01.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"(Instructor)
　　You are playing well. Do you have any thoughts after you finished playing?
(Learner)
　　It was difficult. I had to work hard not to make mistakes.
(Instructor)
What do you think should be done to make it better?
(Learner)
I want to improve my expressive ability, but I'm not sure what exactly I should do.
(Instructor)
Well, let me tell you a few things.
First of all, what does ""improve"" mean? Let's clarify it.

This piece was written by the famous composer ""Debussy. At first, he wanted to be a pianist,
However, he could not achieve good results in competitions, so he gave up and devoted himself to composing music.
He had a passion for piano music and wrote string pieces and songs.
He has established a firm position in piano music.

First of all, a piece of music has the composer's ""feelings. He wanted the piece to be played this way. I want you to play it like this.
I want the audience to be moved by the ""feelings"" that the composer has put into the piece.
First of all, there is the composer's ""thought. It is written in the score.

Andantino sans lenteur"" is an indication of the tempo of the piece.
Andantino"" is a little faster than ""andante,"" and ""sans lenteur"" is added to it.
It should be about 80 bpm.

The other thing is the ""dim"" ~dim"" ~ ""gradually weaker"" in the 15th bar.
In general, I think it is appropriate to have the feeling of floating rather than playing energetically.
I think your playing sounds similar to that.
Rather than increasing the level of the ""mf"" to add dynamics, I think it would be better to play the weak beats more carefully and softly,
I think that playing the weak beats more carefully and softly will bring out the characteristics of the piece.

Now, what should we do to make this song better?
What should we do to make this song better?

Do you have any ideas?

(Learner)
Yes, I do. Should I play it with more emotion, as if I am speaking to you?

(Instructor)
That may be so,
This song is a song that gives the impression of an unaffected landscape.
If you put emotion as the standard, you may end up being verbose, i.e., exaggerating.

The way I see it, there are three factors to consider when performing

1. control of tempo
2. control of intensity
3. length of notes

These three allow for emotional regulation.

In classical music, the conductor of an orchestral piece will give instructions regarding these three factors.
In some cases, the ""tempo"" can be adjusted drastically, but too much of this can lead to talkativeness.
Just as it is easier for others to understand you if you speak at a steady pace when you are conversing, so it is not a good idea to make large adjustments in speed.
It is not a good idea to adjust the speed too much.

Even if ""1. tempo"" is constant, ""2. control of intensity"" can make a big difference in the expression of the melody,
The expression of the melody can be greatly changed and is effective.

This piece has many arpeggio phrases,
It would be better if you can feel the beat of these phrases in two-beat units.
It will not become monotonous.
In order to achieve this, please play the phrases with a sense of
and play it with a feeling of raising the beat.

This is a difficult piece of music, so please play it carefully while keeping the points in mind.
Please play carefully and enjoy the music.
Please enjoy it.",train
481,n26-bet-snt008-2-s-p02_c13.txt,n26-bet-snt008-2-s-p02.wav,N/A,Can you give an overall assessment of the student performance? Elaborate in detail? ,"The natural rubato was pleasant, the melody of the chords that tended to be buried in the melody line was well highlighted, and the pedal changes were carefully executed, giving the overall impression of clarity.

I thought it would be better if the ornamental notes in some places were sung with more room to spare.",train
482,n17-bac-inv001-s-p02_c02.txt,n17-bac-inv001-s-p02.wav,"The right hand at the beginning should not slur too much, but each note should be heard clearly. The previous note is still heard.
The trill in the right hand on the opening third beat sounds a little heavy. Since the notes of the syllables are played with equal length and intensity, the center of gravity should be placed on the syllables, and the rest of the notes should be played with a light image. The same applies to the subsequent trills.
The ascending right hand note from bar 5 sounds a bit run-on, so it is best to play along with the left hand, making sure that the left hand is precisely engraved.
From measures 7 and 15, the theme appears alternately in the right and left hands, but I have the impression that the right hand is difficult to hear. Let the left and right hands hear the themes that appear in each hand, and play them in such a way as to create a three-dimensional effect.", How is the overall tempo? , Inconsistent in the 3rd and 4th night of measure 30.,train
483,n17-bac-inv001-s-p02_c02.txt,n17-bac-inv001-s-p02.wav,"The right hand at the beginning should not slur too much, but each note should be heard clearly. The previous note is still heard.
The trill in the right hand on the opening third beat sounds a little heavy. Since the notes of the syllables are played with equal length and intensity, the center of gravity should be placed on the syllables, and the rest of the notes should be played with a light image. The same applies to the subsequent trills.
The ascending right hand note from bar 5 sounds a bit run-on, so it is best to play along with the left hand, making sure that the left hand is precisely engraved.
From measures 7 and 15, the theme appears alternately in the right and left hands, but I have the impression that the right hand is difficult to hear. Let the left and right hands hear the themes that appear in each hand, and play them in such a way as to create a three-dimensional effect.", Is the performed note accurate? , The notes in bars 9-10 are muddy and the left hand note in bars 19 and 23 is too long.,train
484,n17-bac-inv001-s-p02_c02.txt,n17-bac-inv001-s-p02.wav,"The right hand at the beginning should not slur too much, but each note should be heard clearly. The previous note is still heard.
The trill in the right hand on the opening third beat sounds a little heavy. Since the notes of the syllables are played with equal length and intensity, the center of gravity should be placed on the syllables, and the rest of the notes should be played with a light image. The same applies to the subsequent trills.
The ascending right hand note from bar 5 sounds a bit run-on, so it is best to play along with the left hand, making sure that the left hand is precisely engraved.
From measures 7 and 15, the theme appears alternately in the right and left hands, but I have the impression that the right hand is difficult to hear. Let the left and right hands hear the themes that appear in each hand, and play them in such a way as to create a three-dimensional effect.", Is the articulation appropriate? , Bar 17 is staccato and should end cleanly. The staccato of the right hand in bar 25 is not expressed and the staccato in the second note of measure 46 needs cut off. ,train
485,n26-bet-snt008-2-s-p01_c06.txt,n26-bet-snt008-2-s-p01.wav,"The touch is too light.
In this case, it should be played with a weak but core sound. Although the instructions are in p (piano), the sonata should be expressed based on the relationship between each movement. Specifically, a slightly sharp touch is recommended, with emphasis on the ""point"" of the fingertips at the moment the note is played.
The outer voice, which should produce the sound, and the inner voice, which should be muffled, are played correctly.
Since this is an adagio and cantabile, we want to add fluctuation and aim for a human-like phrasing.", How is the performed note? ," The right hand at the beginning should not slur too much, but each note should be heard clearly. ",train
486,n26-bet-snt008-2-s-p01_c06.txt,n26-bet-snt008-2-s-p01.wav,"The touch is too light.
In this case, it should be played with a weak but core sound. Although the instructions are in p (piano), the sonata should be expressed based on the relationship between each movement. Specifically, a slightly sharp touch is recommended, with emphasis on the ""point"" of the fingertips at the moment the note is played.
The outer voice, which should produce the sound, and the inner voice, which should be muffled, are played correctly.
Since this is an adagio and cantabile, we want to add fluctuation and aim for a human-like phrasing.", What does the student needs to work on? , Right hand trill sound heavy and the ascending right hand note from bar 5 sounds a bit run.,train
487,n26-bet-snt008-2-s-p01_c06.txt,n26-bet-snt008-2-s-p01.wav,"The touch is too light.
In this case, it should be played with a weak but core sound. Although the instructions are in p (piano), the sonata should be expressed based on the relationship between each movement. Specifically, a slightly sharp touch is recommended, with emphasis on the ""point"" of the fingertips at the moment the note is played.
The outer voice, which should produce the sound, and the inner voice, which should be muffled, are played correctly.
Since this is an adagio and cantabile, we want to add fluctuation and aim for a human-like phrasing.", How is the balance between hands? , The theme in measures 7 and 15 appears alternately in the right and left hands but the right hand is difficult to hear. ,train
488,n48-deb-rev068-s-p01_c15.txt,n48-deb-rev068-s-p01.wav,"(Instructor)
　　You are playing well. Do you have any thoughts after you finished playing?
(Learner)
　　It was difficult. I had to work hard not to make mistakes.
(Instructor)
What do you think should be done to make it better?
(Learner)
I want to improve my expressive ability, but I'm not sure what exactly I should do.
(Instructor)
Well, let me tell you a few things.
First of all, what does ""improve"" mean? Let's clarify it.

This piece was written by the famous composer ""Debussy. At first, he wanted to be a pianist,
However, he could not achieve good results in competitions, so he gave up and devoted himself to composing music.
He had a passion for piano music and wrote string pieces and songs.
He has established a firm position in piano music.

First of all, a piece of music has the composer's ""feelings. He wanted the piece to be played this way. I want you to play it like this.
I want the audience to be moved by the ""feelings"" that the composer has put into the piece.
First of all, there is the composer's ""thought. It is written in the score.

Andantino sans lenteur"" is an indication of the tempo of the piece.
Andantino"" is a little faster than ""andante,"" and ""sans lenteur"" is added to it.
It should be about 80 bpm.

The other thing is the ""dim"" ~dim"" ~ ""gradually weaker"" in the 15th bar.
In general, I think it is appropriate to have the feeling of floating rather than playing energetically.
I think your playing sounds similar to that.
Rather than increasing the level of the ""mf"" to add dynamics, I think it would be better to play the weak beats more carefully and softly,
I think that playing the weak beats more carefully and softly will bring out the characteristics of the piece.

Now, what should we do to make this song better?
What should we do to make this song better?

Do you have any ideas?

(Learner)
Yes, I do. Should I play it with more emotion, as if I am speaking to you?

(Instructor)
That may be so,
This song is a song that gives the impression of an unaffected landscape.
If you put emotion as the standard, you may end up being verbose, i.e., exaggerating.

The way I see it, there are three factors to consider when performing

1. control of tempo
2. control of intensity
3. length of notes

These three allow for emotional regulation.

In classical music, the conductor of an orchestral piece will give instructions regarding these three factors.
In some cases, the ""tempo"" can be adjusted drastically, but too much of this can lead to talkativeness.
Just as it is easier for others to understand you if you speak at a steady pace when you are conversing, so it is not a good idea to make large adjustments in speed.
It is not a good idea to adjust the speed too much.

Even if ""1. tempo"" is constant, ""2. control of intensity"" can make a big difference in the expression of the melody,
The expression of the melody can be greatly changed and is effective.

This piece has many arpeggio phrases,
It would be better if you can feel the beat of these phrases in two-beat units.
It will not become monotonous.
In order to achieve this, please play the phrases with a sense of
and play it with a feeling of raising the beat.

This is a difficult piece of music, so please play it carefully while keeping the points in mind.
Please play carefully and enjoy the music.
Please enjoy it.", How is the tone production? ," The touch is too light, it needs a slightly sharp touch and the outer voice needs to create the sound.",train
