,id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,webpage_url,channel_url,split,audio_path,Q,A
421,ts8S_H28Eww,,Steinway Piano Competition 2017 - Du Yu - Lower Level,20170309,335,122,0.0,,0.0,https://www.youtube.com/watch?v=ts8S_H28Eww,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,train,/data/scratch/acw630/PianoJudge/advanced/ts8S_H28Eww.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
422,naX_iuWqBVQ,,"I. J. Paderewski - Humoresques de Concert: Cracovienne fantastique, Op. 14 No. 6 | Kim Saetbyeol",20201106,223,69,0.0,,0.0,https://www.youtube.com/watch?v=naX_iuWqBVQ,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/naX_iuWqBVQ.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
423,kk1C6MLlK6U,,XII Międzynarodowy Konkurs Pianistycznego im. I. J. Paderewskiego w Bydgoszczy,20221007,30,1072,19.0,,0.0,https://www.youtube.com/watch?v=kk1C6MLlK6U,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/kk1C6MLlK6U.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
424,RBibMwgKFpE,,"Ignacy Jan Paderewski - Nocturne in B major, Op. 16 No. 4 - Raúl da Costa",20160422,274,564,13.0,,0.0,https://www.youtube.com/watch?v=RBibMwgKFpE,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/RBibMwgKFpE.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
425,1Q7fVV_iNc0,,"Seokyoung Hong – PROKOFIEV Toccata in D Minor, op. 11 – 2023 Cliburn Junior",20230623,257,9704,373.0,,32.0,https://www.youtube.com/watch?v=1Q7fVV_iNc0,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/1Q7fVV_iNc0.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
426,JTwjbj1f9mQ,,Amateurs 2007: Michael Moore plays Muczynski,20070601,364,6358,24.0,,22.0,https://www.youtube.com/watch?v=JTwjbj1f9mQ,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/JTwjbj1f9mQ.wav,"From the sound of it, is this a student or master level performance?",This is a good performance. It's mistake-free and has a high level of musicality.
427,XzNYx7eWWN0,,Yunchan Lim 임윤찬 – LISZT – 12 Transcendental Etudes No. 6 (Vision),20220721,337,75896,2261.0,,51.0,https://www.youtube.com/watch?v=XzNYx7eWWN0,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/XzNYx7eWWN0.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
428,LSMYxx3jbEs,,Steinway Piano Competition 2017 - Van Praet Arthur - Lower Level,20170309,292,823,16.0,,1.0,https://www.youtube.com/watch?v=LSMYxx3jbEs,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,train,/data/scratch/acw630/PianoJudge/advanced/LSMYxx3jbEs.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
429,5tFIrgZ1r7g,,"Nikolai Medtner - Fairy Tale in E minor, Op. 34 No. 2 - Danylo Saienko",20150612,193,2039,31.0,,1.0,https://www.youtube.com/watch?v=5tFIrgZ1r7g,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/5tFIrgZ1r7g.wav,"From the sound of it, is this a student or master level performance?",This is a good performance. It's mistake-free and has a high level of musicality.
430,TU112oq7FXU,,"Einojuhani Rautavaara - Études, Op. 42 No. 6 | Zhdanov Denis",20200221,73,87,3.0,,0.0,https://www.youtube.com/watch?v=TU112oq7FXU,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/TU112oq7FXU.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
431,UbxCZJT9an4,,"Ignacy Jan Paderewski - Mélodie in G-flat major, Op. 16 No. 2 - Dinara Klinton",20150504,298,15541,125.0,,0.0,https://www.youtube.com/watch?v=UbxCZJT9an4,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/UbxCZJT9an4.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
432,T0YKt8fOd9M,,"Franz Liszt - Grandes études de Paganini, S. 141 No. 3 La Campanella | Won Jongho",20200218,288,96,4.0,,0.0,https://www.youtube.com/watch?v=T0YKt8fOd9M,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/T0YKt8fOd9M.wav,Can you identify the composer of this piece?,Liszt
432,T0YKt8fOd9M,,"Franz Liszt - Grandes études de Paganini, S. 141 No. 3 La Campanella | Won Jongho",20200218,288,96,4.0,,0.0,https://www.youtube.com/watch?v=T0YKt8fOd9M,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/T0YKt8fOd9M.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
433,7Zxvoemvtek,,Nobuyuki arrives at the Modern Art Museum of  Fort Worth,20101030,139,27851,181.0,,2.0,https://www.youtube.com/watch?v=7Zxvoemvtek,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/7Zxvoemvtek.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
434,NiKGWRF49Xo,,"Jarred Dunn - 12th International Paderewski Piano Competition in Bydgoszcz, Poland 2022",20221104,82,650,9.0,,1.0,https://www.youtube.com/watch?v=NiKGWRF49Xo,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/NiKGWRF49Xo.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
435,UpqNmVONwRA,,"Ignacy Jan Paderewski - Album de Mai: Caprice Valse, Op. 10 No. 5 | Muradov Rustam",20210129,233,191,3.0,,0.0,https://www.youtube.com/watch?v=UpqNmVONwRA,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/UpqNmVONwRA.wav,"From the sound of it, is this a student or master level performance?",This is a good performance. It's mistake-free and has a high level of musicality.
436,83QSNpsToI0,,Amateurs 2007: Kent Lietzau plays Chopin,20070529,250,7251,13.0,,6.0,https://www.youtube.com/watch?v=83QSNpsToI0,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,test,/data/scratch/acw630/PianoJudge/advanced/83QSNpsToI0.wav,Could you guess the composer of this piece?,Chopin
436,83QSNpsToI0,,Amateurs 2007: Kent Lietzau plays Chopin,20070529,250,7251,13.0,,6.0,https://www.youtube.com/watch?v=83QSNpsToI0,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,test,/data/scratch/acw630/PianoJudge/advanced/83QSNpsToI0.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
437,8cjJC5K4aZY,,"Ignacy Jan Paderewski - Polish Dances: Mazurka in B flat major, Op. 9 No. 4 |  Chen Xuehong",20210115,149,118,1.0,,0.0,https://www.youtube.com/watch?v=8cjJC5K4aZY,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/8cjJC5K4aZY.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
438,THAWc6LC5_g,,Maurice Ravel - Oiseaux tristes from Miroirs | Ilaria Loatelli,20190415,293,2599,21.0,,0.0,https://www.youtube.com/watch?v=THAWc6LC5_g,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/THAWc6LC5_g.wav,Could you guess the composer of this piece?,Ravel
438,THAWc6LC5_g,,Maurice Ravel - Oiseaux tristes from Miroirs | Ilaria Loatelli,20190415,293,2599,21.0,,0.0,https://www.youtube.com/watch?v=THAWc6LC5_g,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/THAWc6LC5_g.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
439,3qgzyvi-I50,,Amateurs 2007: Drew Mays plays Schumann,20070603,329,8818,54.0,,11.0,https://www.youtube.com/watch?v=3qgzyvi-I50,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/3qgzyvi-I50.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
440,bz-SrRfiRsA,,"Okui Shio - A. Scriabin - Waltz in A-flat major, Op. 38",20230402,381,194,3.0,,0.0,https://www.youtube.com/watch?v=bz-SrRfiRsA,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/bz-SrRfiRsA.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
441,KaIJgn2shCk,,"Kałduński Adam - I. J. Paderewski - Humoresques de Concert: Cracovienne fantastique, Op. 14 No. 6",20240211,205,33,0.0,,0.0,https://www.youtube.com/watch?v=KaIJgn2shCk,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/KaIJgn2shCk.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
442,UnzFeYiujw4,,STEINWAY PIANO COMPETITION 2019 - IDE JONATHAN -  FINALIST CATEGORY 1,20190223,375,2438,118.0,,9.0,https://www.youtube.com/watch?v=UnzFeYiujw4,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,train,/data/scratch/acw630/PianoJudge/advanced/UnzFeYiujw4.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
443,v3rzLdu5Hp8,,"Seokyoung Hong 홍석영 – BACH Prelude and Fugue in G-sharp Minor, BWV 863 – 2023 Cliburn Junior",20230623,283,5472,147.0,,7.0,https://www.youtube.com/watch?v=v3rzLdu5Hp8,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/v3rzLdu5Hp8.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
444,13C4KVKRuek,,"Sergey Rachmaninov - Etudes-tableaux, Op. 39 No. 5 ""Appassionato"" | Hao Yilei",20200131,357,66,1.0,,0.0,https://www.youtube.com/watch?v=13C4KVKRuek,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/13C4KVKRuek.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
445,FSuD7vKyjQ4,,"Isaac Albéniz - Evocación from Iberia, Book I - Aleksandra Jabłczyńska",20150508,359,1446,23.0,,0.0,https://www.youtube.com/watch?v=FSuD7vKyjQ4,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/FSuD7vKyjQ4.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
446,fymvVKFFz6w,,Ignacy Jan Paderewski - Cracovienne fantastique Op. 14 No. 6 - Krzysztof Książek,20160304,213,21795,190.0,,4.0,https://www.youtube.com/watch?v=fymvVKFFz6w,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,test,/data/scratch/acw630/PianoJudge/advanced/fymvVKFFz6w.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
447,Hj1zNStBbo8,,"Ignacy Jan Paderewski: Polish Dances  Polonaise in B major, Op. 9 No. 6 | Belyavsky Sergey",20201120,299,482,7.0,,0.0,https://www.youtube.com/watch?v=Hj1zNStBbo8,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/Hj1zNStBbo8.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
448,hL1vlytPEHE,,"Ignacy Jan Paderewski - Miscellanea: Un Moment Musical, Op. 16 No. 6 | Mateusz Krzyżowski",20201204,131,204,2.0,,0.0,https://www.youtube.com/watch?v=hL1vlytPEHE,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,test,/data/scratch/acw630/PianoJudge/advanced/hL1vlytPEHE.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
449,s-CbF-xVCyc,,Steinway Piano Competition 2019 - WANG ZHANG YELIN -  CAT 1,20190307,364,697,6.0,,0.0,https://www.youtube.com/watch?v=s-CbF-xVCyc,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,test,/data/scratch/acw630/PianoJudge/advanced/s-CbF-xVCyc.wav,"From the sound of it, is this a student or master level performance?",This is a good performance. It's mistake-free and has a high level of musicality.
450,TztvE9i5du8,,"López Salas Pedro - I. J. Paderewski - Humoresques de Concert: Cracovienne fantastique, Op. 14 No. 6",20230514,202,56,0.0,,0.0,https://www.youtube.com/watch?v=TztvE9i5du8,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/TztvE9i5du8.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
451,OwhCgcgXLJw,,"Claude Debussy - Préludes, Book I: No. 5 Les collines d’Anacapri | Byrdy Łukasz",20200207,231,34,1.0,,0.0,https://www.youtube.com/watch?v=OwhCgcgXLJw,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/OwhCgcgXLJw.wav,Could you guess the composer of this piece?,Debussy
451,OwhCgcgXLJw,,"Claude Debussy - Préludes, Book I: No. 5 Les collines d’Anacapri | Byrdy Łukasz",20200207,231,34,1.0,,0.0,https://www.youtube.com/watch?v=OwhCgcgXLJw,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/OwhCgcgXLJw.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
452,qDQq0nQscjw,,Steinway Piano Competition 2019 - DEWULF JASPER  - CAT 1,20190307,319,1024,13.0,,0.0,https://www.youtube.com/watch?v=qDQq0nQscjw,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,train,/data/scratch/acw630/PianoJudge/advanced/qDQq0nQscjw.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
453,hNvMSB5eGBE,,"Wu JunLin - I. J. Paderewski - Polish Dances: Mazurka in A major, Op. 9 No. 3",20230820,155,76,1.0,,0.0,https://www.youtube.com/watch?v=hNvMSB5eGBE,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/hNvMSB5eGBE.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
454,MPV_Zi41sx0,,"L.van Beethoven - Sonata No.13 ""quasi una fantasia""in E-flat major,Op.27 No.1 Allegro molto e vivace",20200124,134,32,2.0,,0.0,https://www.youtube.com/watch?v=MPV_Zi41sx0,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,test,/data/scratch/acw630/PianoJudge/advanced/MPV_Zi41sx0.wav,Could you guess the composer of this piece?,Beethoven
454,MPV_Zi41sx0,,"L.van Beethoven - Sonata No.13 ""quasi una fantasia""in E-flat major,Op.27 No.1 Allegro molto e vivace",20200124,134,32,2.0,,0.0,https://www.youtube.com/watch?v=MPV_Zi41sx0,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,test,/data/scratch/acw630/PianoJudge/advanced/MPV_Zi41sx0.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
455,1GnjEPQ41Jo,,"Frederic Chopin - Etude in A-flat major, Op. 10 No. 10 | Roh Hyun Jin",20200228,144,93,0.0,,1.0,https://www.youtube.com/watch?v=1GnjEPQ41Jo,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/1GnjEPQ41Jo.wav,Who might be the composer of this piece?Who is likely the composer of the music being played?,Chopin
455,1GnjEPQ41Jo,,"Frederic Chopin - Etude in A-flat major, Op. 10 No. 10 | Roh Hyun Jin",20200228,144,93,0.0,,1.0,https://www.youtube.com/watch?v=1GnjEPQ41Jo,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/1GnjEPQ41Jo.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
456,9GLrRYSmt64,,"Claude Debussy - Préludes, Book II: No. 1 Brouillards | Krzyżowski Mateusz",20200131,261,35,0.0,,0.0,https://www.youtube.com/watch?v=9GLrRYSmt64,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/9GLrRYSmt64.wav,Can you identify the composer of this piece?,Debussy
456,9GLrRYSmt64,,"Claude Debussy - Préludes, Book II: No. 1 Brouillards | Krzyżowski Mateusz",20200131,261,35,0.0,,0.0,https://www.youtube.com/watch?v=9GLrRYSmt64,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/9GLrRYSmt64.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
457,iF7C3olij8w,,Seokyoung Hong 홍석영 – JURI SEO  Doremi Variations – 2023 Cliburn Junior,20230701,380,1848,70.0,,5.0,https://www.youtube.com/watch?v=iF7C3olij8w,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/iF7C3olij8w.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
458,QsPANNhC5ck,,Amateurs 2007: Ellen Dodson plays Bach,20070530,359,2877,14.0,,4.0,https://www.youtube.com/watch?v=QsPANNhC5ck,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/QsPANNhC5ck.wav,Can you identify the composer of this piece?,Bach
458,QsPANNhC5ck,,Amateurs 2007: Ellen Dodson plays Bach,20070530,359,2877,14.0,,4.0,https://www.youtube.com/watch?v=QsPANNhC5ck,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/QsPANNhC5ck.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
459,xcyMhkll5yY,,Zbigniew Bargielski - Scrabble | Jakub Kuszlik,20180925,304,2706,14.0,,0.0,https://www.youtube.com/watch?v=xcyMhkll5yY,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/xcyMhkll5yY.wav,"From the sound of it, is this a student or master level performance?",This is a good performance. It's mistake-free and has a high level of musicality.
460,byEuqazo4rc,,"I. J.  Paderewski - Humoresques de Concert: Cracovienne fantastique, Op. 14 No. 6 | Kamil Pacholec",20201204,258,84,3.0,,0.0,https://www.youtube.com/watch?v=byEuqazo4rc,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/byEuqazo4rc.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
461,gGJgdtBleuI,,Ottorino Respighi - Nocturne | Pierdomenico Leonardo,20200124,372,674,12.0,,0.0,https://www.youtube.com/watch?v=gGJgdtBleuI,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/gGJgdtBleuI.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
462,uSarxeU1U5U,,"Zhou Noah - I. J. Paderewski - Album de Mai: Chant d’amour, Op. 10 No. 2",20230416,183,92,4.0,,0.0,https://www.youtube.com/watch?v=uSarxeU1U5U,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/uSarxeU1U5U.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
463,zPaY891wc40,,"Ignacy Jan Paderewski - Legende, Op.  16 No. 1 | Bilicka Elżbieta",20180828,337,493,12.0,,0.0,https://www.youtube.com/watch?v=zPaY891wc40,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/zPaY891wc40.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
464,BQG6bCdjXLk,,"Claude Debussy - Poissons d'or (Images, Book II) | Takuya Tainaka",20190415,273,1617,17.0,,0.0,https://www.youtube.com/watch?v=BQG6bCdjXLk,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/BQG6bCdjXLk.wav,Can you identify the composer of this piece?,Debussy
464,BQG6bCdjXLk,,"Claude Debussy - Poissons d'or (Images, Book II) | Takuya Tainaka",20190415,273,1617,17.0,,0.0,https://www.youtube.com/watch?v=BQG6bCdjXLk,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/BQG6bCdjXLk.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
465,fReKksHXBpA,,STEINWAY PIANO COMPETITION 2022 - CAT 1 -  SVERRE D'HOOGHE,20220209,265,2589,177.0,,14.0,https://www.youtube.com/watch?v=fReKksHXBpA,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,train,/data/scratch/acw630/PianoJudge/advanced/fReKksHXBpA.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
466,RZMQAsGfWCU,,"Ignacy Jan Paderewski - Cracovienne fantastique, Op. 14 No. 6 | Pierdomenico Leonardo",20201106,209,162,2.0,,0.0,https://www.youtube.com/watch?v=RZMQAsGfWCU,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/RZMQAsGfWCU.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
467,N1ehYi3ScAA,,Steinway Piano Competition 2017 - Amico Salvatore - Finalist Lower Level,20170209,382,5996,251.0,,37.0,https://www.youtube.com/watch?v=N1ehYi3ScAA,https://www.youtube.com/channel/UCUOlTTxSNKMkrIURqZ4zJuw,train,/data/scratch/acw630/PianoJudge/advanced/N1ehYi3ScAA.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
468,Y276XhKaENA,,Cliburn 2009 Natacha Kudritskaya,20090604,355,14638,58.0,,7.0,https://www.youtube.com/watch?v=Y276XhKaENA,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/Y276XhKaENA.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
469,ZweKMpmDVew,,"Ignacy Jan Paderewski - Miscellanea: Nocturne, Op. 16 No. 4 | Kiseleva Daria",20210326,274,101,1.0,,0.0,https://www.youtube.com/watch?v=ZweKMpmDVew,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/ZweKMpmDVew.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
470,bKHqSmHkNZw,,SCHUBERT-LISZT Litanei auf das Fest Aller Seelen - Yekwon Sunwoo - Cliburn 2017,20210706,263,7373,191.0,,3.0,https://www.youtube.com/watch?v=bKHqSmHkNZw,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/bKHqSmHkNZw.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
471,MgJomocQsqI,,Cliburn 2009 Di Wu Semifinal Recital,20090601,312,19117,27.0,,9.0,https://www.youtube.com/watch?v=MgJomocQsqI,https://www.youtube.com/channel/UC5Oz2fuXlILwEH4P96h2LLg,train,/data/scratch/acw630/PianoJudge/advanced/MgJomocQsqI.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
472,IGlIdqMZDjY,,"Antonio Vivaldi - Domine Deus from Gloria, RV 589",20151007,321,3887,7.0,,1.0,https://www.youtube.com/watch?v=IGlIdqMZDjY,https://www.youtube.com/channel/UCS_tV06lrXa-yLDZaFTLSrg,train,/data/scratch/acw630/PianoJudge/advanced/IGlIdqMZDjY.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
