,Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split,Q,A
648,JOHANN SEBASTIAN BACH,Invention 1 (Triplets) C major BWV 772a,,3,https://www.youtube.com/watch?v=E1M_jEHJtrE,https://www.youtube.com/watch?v=nMj7JZCZsUs,https://www.youtube.com/watch?v=E1M_jEHJtrE,https://www.youtube.com/watch?v=eVkNc3LSgOo,E1M_jEHJtrE,/data/scratch/acw630/difficulty_cipi/E1M_jEHJtrE.wav,x-19,val,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
649,JOHANN SEBASTIAN BACH,Little Prelude for Beginners on Piano BWV 938,,3,https://www.youtube.com/watch?v=sequeXpoMiA,https://www.youtube.com/watch?v=syfXZ8OR_So,https://www.youtube.com/watch?v=_0ls4cgBkw8,https://www.youtube.com/watch?v=EBdjSbEMfRo,sequeXpoMiA,/data/scratch/acw630/difficulty_cipi/sequeXpoMiA.wav,x-194,train,Can you identify the composer of this piece?,JOHANN SEBASTIAN BACH
649,JOHANN SEBASTIAN BACH,Little Prelude for Beginners on Piano BWV 938,,3,https://www.youtube.com/watch?v=sequeXpoMiA,https://www.youtube.com/watch?v=syfXZ8OR_So,https://www.youtube.com/watch?v=_0ls4cgBkw8,https://www.youtube.com/watch?v=EBdjSbEMfRo,sequeXpoMiA,/data/scratch/acw630/difficulty_cipi/sequeXpoMiA.wav,x-194,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
649,JOHANN SEBASTIAN BACH,Little Prelude for Beginners on Piano BWV 938,,3,https://www.youtube.com/watch?v=sequeXpoMiA,https://www.youtube.com/watch?v=syfXZ8OR_So,https://www.youtube.com/watch?v=_0ls4cgBkw8,https://www.youtube.com/watch?v=EBdjSbEMfRo,sequeXpoMiA,/data/scratch/acw630/difficulty_cipi/sequeXpoMiA.wav,x-194,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
650,ROBERT SCHUMANN,"Jägerliedchen op. 68,7",,3,https://www.youtube.com/watch?v=hO-ppnJYE8o,https://www.youtube.com/watch?v=8_vasvPaDe8,https://www.youtube.com/watch?v=5NERvqtMspg,https://www.youtube.com/watch?v=Ib_G7CWprOo,hO-ppnJYE8o,/data/scratch/acw630/difficulty_cipi/hO-ppnJYE8o.wav,x-201,train,Could you guess the composer of this piece?,ROBERT SCHUMANN
650,ROBERT SCHUMANN,"Jägerliedchen op. 68,7",,3,https://www.youtube.com/watch?v=hO-ppnJYE8o,https://www.youtube.com/watch?v=8_vasvPaDe8,https://www.youtube.com/watch?v=5NERvqtMspg,https://www.youtube.com/watch?v=Ib_G7CWprOo,hO-ppnJYE8o,/data/scratch/acw630/difficulty_cipi/hO-ppnJYE8o.wav,x-201,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,3
650,ROBERT SCHUMANN,"Jägerliedchen op. 68,7",,3,https://www.youtube.com/watch?v=hO-ppnJYE8o,https://www.youtube.com/watch?v=8_vasvPaDe8,https://www.youtube.com/watch?v=5NERvqtMspg,https://www.youtube.com/watch?v=Ib_G7CWprOo,hO-ppnJYE8o,/data/scratch/acw630/difficulty_cipi/hO-ppnJYE8o.wav,x-201,train,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
651,FRÉDÉRIC CHOPIN,"Waltz a minor KK IVb,11",,3,https://www.youtube.com/watch?v=3zNRG-1mFoU,https://www.youtube.com/watch?v=eN5z1mu6j4M,https://www.youtube.com/watch?v=jqxAfI51HSg,https://www.youtube.com/watch?v=j76vXRJqaWM,3zNRG-1mFoU,/data/scratch/acw630/difficulty_cipi/3zNRG-1mFoU.wav,x-213,train,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
651,FRÉDÉRIC CHOPIN,"Waltz a minor KK IVb,11",,3,https://www.youtube.com/watch?v=3zNRG-1mFoU,https://www.youtube.com/watch?v=eN5z1mu6j4M,https://www.youtube.com/watch?v=jqxAfI51HSg,https://www.youtube.com/watch?v=j76vXRJqaWM,3zNRG-1mFoU,/data/scratch/acw630/difficulty_cipi/3zNRG-1mFoU.wav,x-213,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
651,FRÉDÉRIC CHOPIN,"Waltz a minor KK IVb,11",,3,https://www.youtube.com/watch?v=3zNRG-1mFoU,https://www.youtube.com/watch?v=eN5z1mu6j4M,https://www.youtube.com/watch?v=jqxAfI51HSg,https://www.youtube.com/watch?v=j76vXRJqaWM,3zNRG-1mFoU,/data/scratch/acw630/difficulty_cipi/3zNRG-1mFoU.wav,x-213,train,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
652,ROBERT SCHUMANN,Auf der Gondel op. 68 Anhang I,,3,https://www.youtube.com/watch?v=XO86J6H6Jpw,https://www.youtube.com/watch?v=S5z-sWE3Nrg,https://www.youtube.com/watch?v=5NERvqtMspg,https://www.youtube.com/watch?v=AOesDGvO-3c,XO86J6H6Jpw,/data/scratch/acw630/difficulty_cipi/XO86J6H6Jpw.wav,x-225,train,Could you guess the composer of this piece?,ROBERT SCHUMANN
652,ROBERT SCHUMANN,Auf der Gondel op. 68 Anhang I,,3,https://www.youtube.com/watch?v=XO86J6H6Jpw,https://www.youtube.com/watch?v=S5z-sWE3Nrg,https://www.youtube.com/watch?v=5NERvqtMspg,https://www.youtube.com/watch?v=AOesDGvO-3c,XO86J6H6Jpw,/data/scratch/acw630/difficulty_cipi/XO86J6H6Jpw.wav,x-225,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,3
652,ROBERT SCHUMANN,Auf der Gondel op. 68 Anhang I,,3,https://www.youtube.com/watch?v=XO86J6H6Jpw,https://www.youtube.com/watch?v=S5z-sWE3Nrg,https://www.youtube.com/watch?v=5NERvqtMspg,https://www.youtube.com/watch?v=AOesDGvO-3c,XO86J6H6Jpw,/data/scratch/acw630/difficulty_cipi/XO86J6H6Jpw.wav,x-225,train,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
653,JOHANN SEBASTIAN BACH,"Choral: Schaff's mit mir, Gott BWV 514",,3,https://www.youtube.com/watch?v=HS2c47p0cUk,https://www.youtube.com/watch?v=HS2c47p0cUk,https://www.youtube.com/watch?v=lAKFZgfu0u8,https://www.youtube.com/watch?v=qV3rfMsIwk8,HS2c47p0cUk,/data/scratch/acw630/difficulty_cipi/HS2c47p0cUk.wav,x-231,train,Can you identify the composer of this piece?,JOHANN SEBASTIAN BACH
653,JOHANN SEBASTIAN BACH,"Choral: Schaff's mit mir, Gott BWV 514",,3,https://www.youtube.com/watch?v=HS2c47p0cUk,https://www.youtube.com/watch?v=HS2c47p0cUk,https://www.youtube.com/watch?v=lAKFZgfu0u8,https://www.youtube.com/watch?v=qV3rfMsIwk8,HS2c47p0cUk,/data/scratch/acw630/difficulty_cipi/HS2c47p0cUk.wav,x-231,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
653,JOHANN SEBASTIAN BACH,"Choral: Schaff's mit mir, Gott BWV 514",,3,https://www.youtube.com/watch?v=HS2c47p0cUk,https://www.youtube.com/watch?v=HS2c47p0cUk,https://www.youtube.com/watch?v=lAKFZgfu0u8,https://www.youtube.com/watch?v=qV3rfMsIwk8,HS2c47p0cUk,/data/scratch/acw630/difficulty_cipi/HS2c47p0cUk.wav,x-231,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
654,BÉLA BARTÓK,No. 29 Pentatonic Tune,,3,https://www.youtube.com/watch?v=AZJ7HBvrcfQ,https://www.youtube.com/watch?v=HJLvY1z8dOQ,https://www.youtube.com/watch?v=puEbZlCMItY,https://www.youtube.com/watch?v=DayZHDDNGqM,AZJ7HBvrcfQ,/data/scratch/acw630/difficulty_cipi/AZJ7HBvrcfQ.wav,x-245,train,Could you guess the composer of this piece?,BÉLA BARTÓK
654,BÉLA BARTÓK,No. 29 Pentatonic Tune,,3,https://www.youtube.com/watch?v=AZJ7HBvrcfQ,https://www.youtube.com/watch?v=HJLvY1z8dOQ,https://www.youtube.com/watch?v=puEbZlCMItY,https://www.youtube.com/watch?v=DayZHDDNGqM,AZJ7HBvrcfQ,/data/scratch/acw630/difficulty_cipi/AZJ7HBvrcfQ.wav,x-245,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",3
654,BÉLA BARTÓK,No. 29 Pentatonic Tune,,3,https://www.youtube.com/watch?v=AZJ7HBvrcfQ,https://www.youtube.com/watch?v=HJLvY1z8dOQ,https://www.youtube.com/watch?v=puEbZlCMItY,https://www.youtube.com/watch?v=DayZHDDNGqM,AZJ7HBvrcfQ,/data/scratch/acw630/difficulty_cipi/AZJ7HBvrcfQ.wav,x-245,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
655,BÉLA BARTÓK,No. 36 Drunkard's Song,,3,https://www.youtube.com/watch?v=Vpg44AfVqdk,https://www.youtube.com/watch?v=x9rROGrLhB4,https://www.youtube.com/watch?v=yX90sneQOmk,https://www.youtube.com/watch?v=IsOg0cxIac0,Vpg44AfVqdk,/data/scratch/acw630/difficulty_cipi/Vpg44AfVqdk.wav,x-257,train,Who might be the composer of this piece?,BÉLA BARTÓK
655,BÉLA BARTÓK,No. 36 Drunkard's Song,,3,https://www.youtube.com/watch?v=Vpg44AfVqdk,https://www.youtube.com/watch?v=x9rROGrLhB4,https://www.youtube.com/watch?v=yX90sneQOmk,https://www.youtube.com/watch?v=IsOg0cxIac0,Vpg44AfVqdk,/data/scratch/acw630/difficulty_cipi/Vpg44AfVqdk.wav,x-257,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,3
655,BÉLA BARTÓK,No. 36 Drunkard's Song,,3,https://www.youtube.com/watch?v=Vpg44AfVqdk,https://www.youtube.com/watch?v=x9rROGrLhB4,https://www.youtube.com/watch?v=yX90sneQOmk,https://www.youtube.com/watch?v=IsOg0cxIac0,Vpg44AfVqdk,/data/scratch/acw630/difficulty_cipi/Vpg44AfVqdk.wav,x-257,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
656,BÉLA BARTÓK,No. 38 Winter Solstice Song,,3,https://www.youtube.com/watch?v=fKndGHyIbn0,https://www.youtube.com/watch?v=8gxTADh1D1k,https://www.youtube.com/watch?v=iWRTNpnmmhQ,https://www.youtube.com/watch?v=Zr_5hgud4F4,fKndGHyIbn0,/data/scratch/acw630/difficulty_cipi/fKndGHyIbn0.wav,x-262,test,Who might be the composer of this piece?,BÉLA BARTÓK
656,BÉLA BARTÓK,No. 38 Winter Solstice Song,,3,https://www.youtube.com/watch?v=fKndGHyIbn0,https://www.youtube.com/watch?v=8gxTADh1D1k,https://www.youtube.com/watch?v=iWRTNpnmmhQ,https://www.youtube.com/watch?v=Zr_5hgud4F4,fKndGHyIbn0,/data/scratch/acw630/difficulty_cipi/fKndGHyIbn0.wav,x-262,test,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",3
656,BÉLA BARTÓK,No. 38 Winter Solstice Song,,3,https://www.youtube.com/watch?v=fKndGHyIbn0,https://www.youtube.com/watch?v=8gxTADh1D1k,https://www.youtube.com/watch?v=iWRTNpnmmhQ,https://www.youtube.com/watch?v=Zr_5hgud4F4,fKndGHyIbn0,/data/scratch/acw630/difficulty_cipi/fKndGHyIbn0.wav,x-262,test,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
657,MUZIO CLEMENTI,"Piano Sonatina G major op. 36,2",,3,https://www.youtube.com/watch?v=-DFWo4lveVA,https://www.youtube.com/watch?v=LNY4fXgvuok,https://www.youtube.com/watch?v=9ftJhlizGD0,https://www.youtube.com/watch?v=tzt5SR4VVy8,-DFWo4lveVA,/data/scratch/acw630/difficulty_cipi/-DFWo4lveVA.wav,x-28,val,Can you identify the composer of this piece?,MUZIO CLEMENTI
657,MUZIO CLEMENTI,"Piano Sonatina G major op. 36,2",,3,https://www.youtube.com/watch?v=-DFWo4lveVA,https://www.youtube.com/watch?v=LNY4fXgvuok,https://www.youtube.com/watch?v=9ftJhlizGD0,https://www.youtube.com/watch?v=tzt5SR4VVy8,-DFWo4lveVA,/data/scratch/acw630/difficulty_cipi/-DFWo4lveVA.wav,x-28,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",3
657,MUZIO CLEMENTI,"Piano Sonatina G major op. 36,2",,3,https://www.youtube.com/watch?v=-DFWo4lveVA,https://www.youtube.com/watch?v=LNY4fXgvuok,https://www.youtube.com/watch?v=9ftJhlizGD0,https://www.youtube.com/watch?v=tzt5SR4VVy8,-DFWo4lveVA,/data/scratch/acw630/difficulty_cipi/-DFWo4lveVA.wav,x-28,val,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
658,MUZIO CLEMENTI,"Piano Sonatina C major op. 36,3",,3,https://www.youtube.com/watch?v=ERNZAGQcyj0,https://www.youtube.com/watch?v=VFnG_Se2pd8,https://www.youtube.com/watch?v=UWiPG9OPzH8,https://www.youtube.com/watch?v=0_Ksi2qmW0A,ERNZAGQcyj0,/data/scratch/acw630/difficulty_cipi/ERNZAGQcyj0.wav,x-29,val,Can you identify the composer of this piece?,MUZIO CLEMENTI
658,MUZIO CLEMENTI,"Piano Sonatina C major op. 36,3",,3,https://www.youtube.com/watch?v=ERNZAGQcyj0,https://www.youtube.com/watch?v=VFnG_Se2pd8,https://www.youtube.com/watch?v=UWiPG9OPzH8,https://www.youtube.com/watch?v=0_Ksi2qmW0A,ERNZAGQcyj0,/data/scratch/acw630/difficulty_cipi/ERNZAGQcyj0.wav,x-29,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
658,MUZIO CLEMENTI,"Piano Sonatina C major op. 36,3",,3,https://www.youtube.com/watch?v=ERNZAGQcyj0,https://www.youtube.com/watch?v=VFnG_Se2pd8,https://www.youtube.com/watch?v=UWiPG9OPzH8,https://www.youtube.com/watch?v=0_Ksi2qmW0A,ERNZAGQcyj0,/data/scratch/acw630/difficulty_cipi/ERNZAGQcyj0.wav,x-29,val,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
659,ROBERT SCHUMANN,"Kleine Studie op. 68,14",,3,https://www.youtube.com/watch?v=jXIe8Vl4_EI,https://www.youtube.com/watch?v=1hLwLCwhnN8,https://www.youtube.com/watch?v=vEGxyHe4Azo,https://www.youtube.com/watch?v=JZR062TK9WY,jXIe8Vl4_EI,/data/scratch/acw630/difficulty_cipi/jXIe8Vl4_EI.wav,x-30,val,Who might be the composer of this piece?,ROBERT SCHUMANN
659,ROBERT SCHUMANN,"Kleine Studie op. 68,14",,3,https://www.youtube.com/watch?v=jXIe8Vl4_EI,https://www.youtube.com/watch?v=1hLwLCwhnN8,https://www.youtube.com/watch?v=vEGxyHe4Azo,https://www.youtube.com/watch?v=JZR062TK9WY,jXIe8Vl4_EI,/data/scratch/acw630/difficulty_cipi/jXIe8Vl4_EI.wav,x-30,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
659,ROBERT SCHUMANN,"Kleine Studie op. 68,14",,3,https://www.youtube.com/watch?v=jXIe8Vl4_EI,https://www.youtube.com/watch?v=1hLwLCwhnN8,https://www.youtube.com/watch?v=vEGxyHe4Azo,https://www.youtube.com/watch?v=JZR062TK9WY,jXIe8Vl4_EI,/data/scratch/acw630/difficulty_cipi/jXIe8Vl4_EI.wav,x-30,val,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
660,WOLFGANG AMADEUS MOZART,Allegro (Nannerl Music Book) KV 9a (5a),,3,https://www.youtube.com/watch?v=HjhNXpANzP4,https://www.youtube.com/watch?v=CJe3ISkn-RM,https://www.youtube.com/watch?v=yXrK21uSxRM,https://www.youtube.com/watch?v=hkOJe1YlduA,HjhNXpANzP4,/data/scratch/acw630/difficulty_cipi/HjhNXpANzP4.wav,x-302,test,Who might be the composer of this piece?,WOLFGANG AMADEUS MOZART
660,WOLFGANG AMADEUS MOZART,Allegro (Nannerl Music Book) KV 9a (5a),,3,https://www.youtube.com/watch?v=HjhNXpANzP4,https://www.youtube.com/watch?v=CJe3ISkn-RM,https://www.youtube.com/watch?v=yXrK21uSxRM,https://www.youtube.com/watch?v=hkOJe1YlduA,HjhNXpANzP4,/data/scratch/acw630/difficulty_cipi/HjhNXpANzP4.wav,x-302,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
660,WOLFGANG AMADEUS MOZART,Allegro (Nannerl Music Book) KV 9a (5a),,3,https://www.youtube.com/watch?v=HjhNXpANzP4,https://www.youtube.com/watch?v=CJe3ISkn-RM,https://www.youtube.com/watch?v=yXrK21uSxRM,https://www.youtube.com/watch?v=hkOJe1YlduA,HjhNXpANzP4,/data/scratch/acw630/difficulty_cipi/HjhNXpANzP4.wav,x-302,test,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
661,BÉLA BARTÓK,No. 18 Teasing Song,,3,https://www.youtube.com/watch?v=3KKDZ0_88zA,https://www.youtube.com/watch?v=3KKDZ0_88zA,https://www.youtube.com/watch?v=s8Ea0DRYrNQ,https://www.youtube.com/watch?v=-3I7pst7Huk,3KKDZ0_88zA,/data/scratch/acw630/difficulty_cipi/3KKDZ0_88zA.wav,x-305,train,Can you identify the composer of this piece?,BÉLA BARTÓK
661,BÉLA BARTÓK,No. 18 Teasing Song,,3,https://www.youtube.com/watch?v=3KKDZ0_88zA,https://www.youtube.com/watch?v=3KKDZ0_88zA,https://www.youtube.com/watch?v=s8Ea0DRYrNQ,https://www.youtube.com/watch?v=-3I7pst7Huk,3KKDZ0_88zA,/data/scratch/acw630/difficulty_cipi/3KKDZ0_88zA.wav,x-305,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,3
661,BÉLA BARTÓK,No. 18 Teasing Song,,3,https://www.youtube.com/watch?v=3KKDZ0_88zA,https://www.youtube.com/watch?v=3KKDZ0_88zA,https://www.youtube.com/watch?v=s8Ea0DRYrNQ,https://www.youtube.com/watch?v=-3I7pst7Huk,3KKDZ0_88zA,/data/scratch/acw630/difficulty_cipi/3KKDZ0_88zA.wav,x-305,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
662,LUDWIG VAN BEETHOVEN,"Bagatelle A major op. 119,10",,3,https://www.youtube.com/watch?v=2LTY806hUMs,https://www.youtube.com/watch?v=JBORWuJmpGo,https://www.youtube.com/watch?v=a1qO1UWNr64,https://www.youtube.com/watch?v=AE1Qy1CK3F4,2LTY806hUMs,/data/scratch/acw630/difficulty_cipi/2LTY806hUMs.wav,x-31,val,Who is likely the composer of the music being played?,LUDWIG VAN BEETHOVEN
662,LUDWIG VAN BEETHOVEN,"Bagatelle A major op. 119,10",,3,https://www.youtube.com/watch?v=2LTY806hUMs,https://www.youtube.com/watch?v=JBORWuJmpGo,https://www.youtube.com/watch?v=a1qO1UWNr64,https://www.youtube.com/watch?v=AE1Qy1CK3F4,2LTY806hUMs,/data/scratch/acw630/difficulty_cipi/2LTY806hUMs.wav,x-31,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",3
662,LUDWIG VAN BEETHOVEN,"Bagatelle A major op. 119,10",,3,https://www.youtube.com/watch?v=2LTY806hUMs,https://www.youtube.com/watch?v=JBORWuJmpGo,https://www.youtube.com/watch?v=a1qO1UWNr64,https://www.youtube.com/watch?v=AE1Qy1CK3F4,2LTY806hUMs,/data/scratch/acw630/difficulty_cipi/2LTY806hUMs.wav,x-31,val,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
663,LUDWIG VAN BEETHOVEN,Easy Piano Sonata C major WoO 51,,3,https://www.youtube.com/watch?v=6MrdTX7aai0,https://www.youtube.com/watch?v=OcfKwgRARYY,https://www.youtube.com/watch?v=byX1v6uNgrg,https://www.youtube.com/watch?v=izXmV9uQ4Rs,6MrdTX7aai0,/data/scratch/acw630/difficulty_cipi/6MrdTX7aai0.wav,x-311,train,Who might be the composer of this piece?,LUDWIG VAN BEETHOVEN
663,LUDWIG VAN BEETHOVEN,Easy Piano Sonata C major WoO 51,,3,https://www.youtube.com/watch?v=6MrdTX7aai0,https://www.youtube.com/watch?v=OcfKwgRARYY,https://www.youtube.com/watch?v=byX1v6uNgrg,https://www.youtube.com/watch?v=izXmV9uQ4Rs,6MrdTX7aai0,/data/scratch/acw630/difficulty_cipi/6MrdTX7aai0.wav,x-311,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",3
663,LUDWIG VAN BEETHOVEN,Easy Piano Sonata C major WoO 51,,3,https://www.youtube.com/watch?v=6MrdTX7aai0,https://www.youtube.com/watch?v=OcfKwgRARYY,https://www.youtube.com/watch?v=byX1v6uNgrg,https://www.youtube.com/watch?v=izXmV9uQ4Rs,6MrdTX7aai0,/data/scratch/acw630/difficulty_cipi/6MrdTX7aai0.wav,x-311,train,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
664,JOHANN SEBASTIAN BACH,Choral: Wer nur den lieben Gott läßt walten BWV 691,,3,https://www.youtube.com/watch?v=Hc04uOKDzXU,,,,Hc04uOKDzXU,/data/scratch/acw630/difficulty_cipi/Hc04uOKDzXU.wav,x-321,test,Could you guess the composer of this piece?,JOHANN SEBASTIAN BACH
664,JOHANN SEBASTIAN BACH,Choral: Wer nur den lieben Gott läßt walten BWV 691,,3,https://www.youtube.com/watch?v=Hc04uOKDzXU,,,,Hc04uOKDzXU,/data/scratch/acw630/difficulty_cipi/Hc04uOKDzXU.wav,x-321,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
664,JOHANN SEBASTIAN BACH,Choral: Wer nur den lieben Gott läßt walten BWV 691,,3,https://www.youtube.com/watch?v=Hc04uOKDzXU,,,,Hc04uOKDzXU,/data/scratch/acw630/difficulty_cipi/Hc04uOKDzXU.wav,x-321,test,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
665,BÉLA BARTÓK,No. 30 Jeering Song,,3,https://www.youtube.com/watch?v=f68lrbL9ER4,https://www.youtube.com/watch?v=rtwORlhV4oc,https://www.youtube.com/watch?v=Na_-fxa_DtY,https://www.youtube.com/watch?v=kp1z20aEY-8,f68lrbL9ER4,/data/scratch/acw630/difficulty_cipi/f68lrbL9ER4.wav,x-328,val,Can you identify the composer of this piece?,BÉLA BARTÓK
665,BÉLA BARTÓK,No. 30 Jeering Song,,3,https://www.youtube.com/watch?v=f68lrbL9ER4,https://www.youtube.com/watch?v=rtwORlhV4oc,https://www.youtube.com/watch?v=Na_-fxa_DtY,https://www.youtube.com/watch?v=kp1z20aEY-8,f68lrbL9ER4,/data/scratch/acw630/difficulty_cipi/f68lrbL9ER4.wav,x-328,val,Rate the complexity of the piece in this track on a scale of 1 to 9.,3
665,BÉLA BARTÓK,No. 30 Jeering Song,,3,https://www.youtube.com/watch?v=f68lrbL9ER4,https://www.youtube.com/watch?v=rtwORlhV4oc,https://www.youtube.com/watch?v=Na_-fxa_DtY,https://www.youtube.com/watch?v=kp1z20aEY-8,f68lrbL9ER4,/data/scratch/acw630/difficulty_cipi/f68lrbL9ER4.wav,x-328,val,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
666,JOHANN SEBASTIAN BACH,Second Minuet from French Suite c minor BWV 813a,,3,https://www.youtube.com/watch?v=G961Cm65fhQ,https://www.youtube.com/watch?v=87zDlNnjeVw,https://www.youtube.com/watch?v=YGsLKmSlhiY,https://www.youtube.com/watch?v=G_FV6vdPloo,G961Cm65fhQ,/data/scratch/acw630/difficulty_cipi/G961Cm65fhQ.wav,x-329,train,Could you guess the composer of this piece?,JOHANN SEBASTIAN BACH
666,JOHANN SEBASTIAN BACH,Second Minuet from French Suite c minor BWV 813a,,3,https://www.youtube.com/watch?v=G961Cm65fhQ,https://www.youtube.com/watch?v=87zDlNnjeVw,https://www.youtube.com/watch?v=YGsLKmSlhiY,https://www.youtube.com/watch?v=G_FV6vdPloo,G961Cm65fhQ,/data/scratch/acw630/difficulty_cipi/G961Cm65fhQ.wav,x-329,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",3
666,JOHANN SEBASTIAN BACH,Second Minuet from French Suite c minor BWV 813a,,3,https://www.youtube.com/watch?v=G961Cm65fhQ,https://www.youtube.com/watch?v=87zDlNnjeVw,https://www.youtube.com/watch?v=YGsLKmSlhiY,https://www.youtube.com/watch?v=G_FV6vdPloo,G961Cm65fhQ,/data/scratch/acw630/difficulty_cipi/G961Cm65fhQ.wav,x-329,train,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
667,FRANZ SCHUBERT,Scherzo B flat major D 593,,3,https://www.youtube.com/watch?v=EWFQhNOhBWI,https://www.youtube.com/watch?v=fRE_8Br_uQE,https://www.youtube.com/watch?v=Pi1BJQyYVKM,https://www.youtube.com/watch?v=wwUv3RMvRoY,EWFQhNOhBWI,/data/scratch/acw630/difficulty_cipi/EWFQhNOhBWI.wav,x-345,train,Who is likely the composer of the music being played?,FRANZ SCHUBERT
667,FRANZ SCHUBERT,Scherzo B flat major D 593,,3,https://www.youtube.com/watch?v=EWFQhNOhBWI,https://www.youtube.com/watch?v=fRE_8Br_uQE,https://www.youtube.com/watch?v=Pi1BJQyYVKM,https://www.youtube.com/watch?v=wwUv3RMvRoY,EWFQhNOhBWI,/data/scratch/acw630/difficulty_cipi/EWFQhNOhBWI.wav,x-345,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",3
667,FRANZ SCHUBERT,Scherzo B flat major D 593,,3,https://www.youtube.com/watch?v=EWFQhNOhBWI,https://www.youtube.com/watch?v=fRE_8Br_uQE,https://www.youtube.com/watch?v=Pi1BJQyYVKM,https://www.youtube.com/watch?v=wwUv3RMvRoY,EWFQhNOhBWI,/data/scratch/acw630/difficulty_cipi/EWFQhNOhBWI.wav,x-345,train,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
668,JOHANN SEBASTIAN BACH,"Little Prelude from the ""Pianobook"" for W. F. Bach BWV 926",,3,https://www.youtube.com/watch?v=v40-__2JeRY,,,,v40-__2JeRY,/data/scratch/acw630/difficulty_cipi/v40-__2JeRY.wav,x-35,val,Who is likely the composer of the music being played?,JOHANN SEBASTIAN BACH
668,JOHANN SEBASTIAN BACH,"Little Prelude from the ""Pianobook"" for W. F. Bach BWV 926",,3,https://www.youtube.com/watch?v=v40-__2JeRY,,,,v40-__2JeRY,/data/scratch/acw630/difficulty_cipi/v40-__2JeRY.wav,x-35,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",3
668,JOHANN SEBASTIAN BACH,"Little Prelude from the ""Pianobook"" for W. F. Bach BWV 926",,3,https://www.youtube.com/watch?v=v40-__2JeRY,,,,v40-__2JeRY,/data/scratch/acw630/difficulty_cipi/v40-__2JeRY.wav,x-35,val,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
