,audio_path,split,Q,A
3172,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3173,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3174,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as dynamic."
3175,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3176,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3177,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as pushing forward, almost no delay at highest notes or at the ends of phrases."
3178,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3179,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3180,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as beautiful, neoclassical sound, emotionally cold."
3181,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3182,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3183,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as tinny."
3184,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3185,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3186,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you describe this performance?,"fluid, enjoyable"
3187,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3188,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3189,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as fluent."
3190,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3191,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3192,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as normal."
3193,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3194,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3195,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as flat."
3196,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3197,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3198,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as mechanical."
3199,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3200,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3201,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you describe this performance?,"optimistic, with flow, in an autumn mood "
3202,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3203,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3204,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as expressive, clean."
3205,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3206,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_brendel.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3207,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,stumbling
3208,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3209,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3210,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as gentle ."
3211,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3212,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3213,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as boring."
3214,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3215,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3216,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"soft, light, passionate"
3217,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3218,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3219,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as hard, unround."
3220,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3221,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3222,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as strange accents, exaggerated phrasing, not very coherent, sounds like an encore,."
3223,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3224,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3225,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as irregular, rubato, not fluent."
3226,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3227,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3228,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,uncalled for accentuations
3229,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3230,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3231,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as happy, dynamic."
3232,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3233,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3234,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as emotional drive, expressive."
3235,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3236,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3237,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as volatile, ambiguous."
3238,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3239,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3240,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,with contrast
3241,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3242,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3243,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as too much pedal."
3244,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3245,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3246,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as same as above."
3247,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3248,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3249,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as present."
3250,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3251,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3252,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"erratic, dynamically exaggerated, interesting"
3253,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3254,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3255,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"intensively shaping, transparent"
3256,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3257,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3258,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"like a dream, individual"
3259,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3260,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3261,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as placid."
3262,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3263,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3264,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as colorful, lots of expression, accents to details."
3265,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3266,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3267,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as depressive."
3268,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3269,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3270,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"professional, boring, soft"
3271,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3272,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3273,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as volume and tempo seem a little arbitrary."
3274,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3275,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3276,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"very romantic, emotional approach, a little exaggerated, flow interrupted by marked notes, very lively, controlled sound"
3277,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3278,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3279,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as mechanical."
3280,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3281,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3282,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as harmonic."
3283,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3284,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3285,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as voiced."
3286,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3287,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3288,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, distant."
3289,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3290,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3291,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,not emotional
3292,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3293,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3294,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"great performance, without feeling"
3295,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3296,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3297,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you describe this performance?,"like a duet, with nice balance, flow, like an old song"
3298,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3299,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3300,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as distant."
3301,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3302,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_horowitz.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3303,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as brisk, swift, nervous."
3304,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3305,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3306,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as smooth."
3307,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3308,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
3309,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as contemplative."
3310,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,What kind of music is this piece and who is the composer?,This is a deep and romantic passage from Schumann Kreisleriana.
3311,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/schumann-kreisleriana-2_vogt.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",7
